위도,경도
37.185561,126.678387
37.185888,126.678918
37.185436,126.675987
37.187385,126.676261
37.189265,126.675834
37.189172,126.679895
37.185466,126.676339
37.185662,126.675218
37.185493,126.675225
37.185691,126.675562
37.185467,126.675577
37.185951,126.678521
37.185643,126.678688
37.186581,126.678518
37.186403,126.678652
37.186885,126.676038
37.186696,126.676175
37.186223,126.678518
37.186101,126.678654
37.186485,126.676039
37.185872,126.678708
37.187078,126.676173
37.186068,126.679471
37.185952,126.679155
37.185864,126.679556
37.185783,126.679202
37.187822,126.678511
37.188001,126.676033
37.187637,126.678648
37.187822,126.676171
37.187457,126.678657
37.187264,126.678711
37.187379,126.675173
37.187386,126.678031
37.187279,126.678289
37.187416,126.678474
37.187241,126.678486
37.187101,126.678651
37.187271,126.675338
37.187384,126.677147
37.187275,126.677345
37.187384,126.677568
37.187277,126.677821
37.187618,126.676035
37.187378,126.675563
37.187273,126.675804
37.187394,126.675969
37.187273,126.676394
37.187382,126.676603
37.187274,126.676848
37.186941,126.678515
37.187436,126.676192
37.187245,126.676214
37.187214,126.676025
37.186764,126.678651
37.187389,126.679369
37.187387,126.678883
37.187281,126.679128
37.186143,126.679834
37.185981,126.679892
37.188601,126.678509
37.188398,126.678645
37.188574,126.676166
37.188204,126.678511
37.188375,126.676031
37.188197,126.676168
37.188016,126.678646
37.187391,126.679857
37.187282,126.679625
37.188785,126.678643
37.188749,126.676031
37.189251,126.675114
37.189041,126.678061
37.189061,126.677593
37.189103,126.676006
37.189116,126.676293
37.189241,126.676092
37.189187,126.675587
37.189215,126.676437
37.189098,126.676658
37.189195,126.676901
37.189078,126.677123
37.189176,126.677362
37.189011,126.678775
37.188924,126.678506
37.188913,126.676163
37.189325,126.675368
37.189156,126.677831
37.189138,126.678295
37.189124,126.678609
37.188956,126.679401
37.188757,126.679517
37.188736,126.679788
37.188542,126.679894
37.188962,126.679134
37.189109,126.678962
37.185012,126.676181
37.185191,126.675187
37.185188,126.676043
37.185037,126.675416
37.185471,126.676716
37.185679,126.676727
37.186307,126.676175
37.186134,126.676041
37.185941,126.676176
37.185685,126.678124
37.185668,126.677793
37.185519,126.678157
37.185668,126.677444
37.185498,126.677437
37.185501,126.677802
37.185667,126.677074
37.185498,126.677082
37.189759,126.677402
37.189531,126.677472
37.189134,126.682059
37.189164,126.681741
37.186711,126.681819
37.186508,126.681757
37.186722,126.682314
37.189329,126.682212
37.189428,126.681756
37.189066,126.682054
37.186896,126.681885
37.189461,126.681876
37.189369,126.682131
37.186998,126.683238
37.186905,126.682931
37.187705,126.682094
37.188009,126.682094
37.188593,126.682091
37.186834,126.682098
37.186621,126.682217
37.187135,126.682097
37.187422,126.682096
37.188304,126.682092
37.188885,126.682091
37.186239,126.680173
37.186078,126.680232
37.188299,126.680557
37.188101,126.680671
37.188731,126.680669
37.188068,126.680887
37.187836,126.680785
37.187718,126.680921
37.187573,126.680921
37.188584,126.680929
37.187284,126.680532
37.187395,126.680671
37.187325,126.680919
37.187186,126.680785
37.186991,126.680921
37.186351,126.681201
37.188435,126.681186
37.187392,126.680311
37.186813,126.680787
37.186623,126.680925
37.186256,126.680869
37.187283,126.680102
37.186389,126.680701
37.186334,126.680511
37.186173,126.680572
37.188007,126.681881
37.187711,126.681884
37.188592,126.681881
37.186542,126.681889
37.186448,126.681545
37.186607,126.681479
37.187132,126.681887
37.188321,126.681882
37.188291,126.681446
37.187416,126.681885
37.188219,126.681748
37.188877,126.680411
37.188517,126.680172
37.188321,126.680284
37.188884,126.681881
37.186512,126.681141
37.189031,126.680141
37.187465,126.684775
37.187371,126.684466
37.187279,126.684161
37.187185,126.683852
37.187092,126.683543
37.186841,126.682712
37.185283,126.689981
37.188196,126.688165
37.188101,126.688014
37.187914,126.688337
37.188012,126.688582
37.189965,126.693159
37.189811,126.692749
37.189649,126.692323
37.189472,126.692412
37.189631,126.692827
37.189782,126.693231
