학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000025949,향동고등학교,고등학교,2021-03-01,공립,본교,운영,경기도 고양시 덕양구 향동동 540,경기도 고양시 덕양구 향기3로 6,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.5964614210,126.8934751115,2025-09-22
B000012746,일동고등학교,고등학교,1961-04-01,공립,본교,운영,경기도 포천시 일동면 기산리 96-59,경기도 포천시 일동면 화동로1079번길 28,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.9606293210,127.3144216493,2025-09-22
B000003852,샘모루초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 안양시 동안구 비산동 405,경기도 안양시 동안구 관악대로 155,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.3999294438,126.9408545354,2025-09-22
B000030447,대광중학교,중학교,1973-03-01,공립,본교,운영,경기도 연천군 신서면 도신리 245-1,경기도 연천군 신서면 연신로 1127-1,7530000,경기도교육청,7701000,경기도연천교육지원청,2013-11-29,2025-07-01,38.1830259643,127.1053955704,2025-09-22
B000025649,함박초등학교,초등학교,2018-05-01,공립,본교,운영,경기도 용인시 처인구 역북동 737,경기도 용인시 처인구 명지로40번길 46,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2337387577,127.1841260399,2025-09-22
B000004380,신둔초등학교,초등학교,1935-12-01,공립,본교,운영,경기도 이천시 신둔면 수광리 262-1,경기도 이천시 신둔면 경충대로3150번길 82-3,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.3102891098,127.4035245845,2025-09-22
B000026728,용인한얼초등학교,초등학교,2018-09-01,공립,본교,운영,경기도 용인시 기흥구 구갈동 674,경기도 용인시 기흥구 기흥역로58번길 57,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2710741187,127.1223524767,2025-09-22
B000009246,계남중학교,중학교,1993-03-01,공립,본교,운영,경기도 부천시 원미구 중동 1184-5,경기도 부천시 원미구 조마루로 274,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4974212730,126.7736136913,2025-09-22
B000004544,고양화정초등학교,초등학교,1995-11-01,공립,본교,운영,경기도 고양시 덕양구 화정동 942,경기도 고양시 덕양구 화신로 333,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6340062612,126.8261432142,2025-09-22
B000003855,부림초등학교,초등학교,1990-06-12,공립,본교,운영,경기도 안양시 동안구 관양동 1587-3,경기도 안양시 동안구 달안로 161,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4000435308,126.9595749811,2025-09-22
B000012689,판곡고등학교,고등학교,2012-06-05,공립,본교,운영,경기도 남양주시 호평동 442,경기도 남양주시 늘을1로 127,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6628709093,127.2428621184,2025-09-22
B000025948,향동중학교,중학교,2019-09-01,공립,본교,운영,경기도 고양시 덕양구 향동동 503,경기도 고양시 덕양구 향동1로 38,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6025911940,126.8953625798,2025-09-22
B000004272,광문초등학교,초등학교,1992-09-01,공립,본교,운영,경기도 광명시 광명동 735,경기도 광명시 덕단이로 29,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-07-01,37.4665952850,126.8510907843,2025-09-22
B000009245,심원중학교,중학교,1993-05-04,공립,본교,운영,경기도 부천시 원미구 중동 1097-1,경기도 부천시 원미구 계남로 352,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4998659015,126.7827876679,2025-09-22
B000022565,원흥초등학교,초등학교,2020-09-01,공립,본교,운영,경기도 고양시 덕양구 원흥동 618,경기도 고양시 덕양구 원흥1로 26,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6510428400,126.8687720160,2025-09-22
B000004784,외북초등학교,초등학교,1946-12-01,공립,본교,운영,경기도 포천시 신북면 계류리 54-3,경기도 포천시 신북면 포천로 2199,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.9469128441,127.1873118393,2025-09-22
B000004820,백학초등학교,초등학교,1954-12-20,공립,본교,운영,경기도 연천군 백학면 두일리 15,경기도 연천군 백학면 백학로40번길 23,7530000,경기도교육청,7701000,경기도연천교육지원청,2013-11-29,2025-07-01,38.0316002108,126.9215588498,2025-09-22
B000023814,나래중학교,중학교,2022-03-01,공립,본교,운영,경기도 김포시 구래동 6893-3,경기도 김포시 김포한강9로 19,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6390821419,126.6257866929,2025-09-22
B000003778,상일초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 부천시 원미구 상동 550-5,경기도 부천시 원미구 조마루로 57,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.5017206182,126.7505151243,2025-09-22
B000004804,방일초등학교,초등학교,1943-04-01,공립,본교,운영,경기도 가평군 설악면 방일리 50,경기도 가평군 설악면 양방가루재길 76,7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2025-07-01,37.6294138645,127.4996033734,2025-09-22
B000004752,덕도초등학교,초등학교,1971-03-01,공립,본교,운영,경기도 양주시 광적면 석우리 525-14,경기도 양주시 광적면 광적로224번길 122,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8403454558,126.9771765600,2025-09-22
B000009545,점동중학교,중학교,1954-07-07,공립,본교,운영,경기도 여주시 점동면 청안리 121,경기도 여주시 점동면 청안로 152,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.2059325485,127.6632603774,2025-09-22
B000004717,동두천신천초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 동두천시 지행동 685,경기도 동두천시 생연로9번길 20,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.8941662190,127.0478005231,2025-09-22
B000004356,금성초등학교,초등학교,1955-11-25,공립,본교,운영,경기도 김포시 하성면 마조리 434,경기도 김포시 하성면 하성로 795번길 26,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.7448641535,126.6324550406,2025-09-22
B000004260,구름산초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 광명시 소하동 1287,경기도 광명시 한내일로 5,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-07-01,37.4529994055,126.8841432913,2025-09-22
B000013544,안산동산고등학교,고등학교,1994-12-10,사립,본교,운영,경기도 안산시 상록구 본오동 968-1,경기도 안산시 상록구 충장로 56,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.2868392038,126.8584700609,2025-09-22
B000003763,이매초등학교,초등학교,1993-05-01,공립,본교,운영,경기도 성남시 분당구 이매동 112,경기도 성남시 분당구 양현로 146,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3971089671,127.1261159059,2025-09-22
B000012747,포천일고등학교,고등학교,1953-04-27,공립,본교,운영,경기도 포천시 군내면 하성북리 663,경기도 포천시 군내면 청군로 3426,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.8947468341,127.2052299400,2025-09-22
B000009227,송림중학교,중학교,1977-12-30,사립,본교,운영,경기도 성남시 분당구 이매동 378,경기도 성남시 분당구 이매로 100,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3915103505,127.1315211331,2025-09-22
B000009396,시흥매화중학교,중학교,2008-03-01,공립,본교,운영,경기도 시흥시 매화동 269,경기도 시흥시 매화로 71,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.4131443738,126.8158774215,2025-09-22
B000012489,계남고등학교,고등학교,1993-03-01,공립,본교,운영,경기도 부천시 원미구 중동 1185-1,경기도 부천시 원미구 부흥로 261,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2025-07-01,37.4962159563,126.7710913265,2025-09-22
B000004062,의왕부곡초등학교,초등학교,1945-11-16,공립,본교,운영,경기도 의왕시 삼동 158-3,경기도 의왕시 철도박물관로 143,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-07-01,37.3159823558,126.9500766666,2025-09-22
B000023762,운정중학교,중학교,2020-03-01,공립,본교,운영,경기도 파주시 야당동 1032,경기도 파주시 와석순환로 35-33,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7079598609,126.7556922520,2025-09-22
B000004338,고촌초등학교,초등학교,1934-05-20,공립,본교,운영,경기도 김포시 고촌읍 신곡리 1101,경기도 김포시 고촌읍 신곡로29번길 30,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2025-07-01,37.6061130763,126.7734870010,2025-09-22
B000009701,포천중학교,중학교,1948-02-01,공립,본교,운영,경기도 포천시 신북면 가채리 841-1,경기도 포천시 신북면 중앙로207번길 65,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.9069437051,127.2025421799,2025-09-22
B000009397,월곶중학교,중학교,2006-03-01,공립,본교,운영,경기도 시흥시 월곶동 1010-2,경기도 시흥시 월곶해안로 63,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3926575044,126.7379442331,2025-09-22
B000012752,조종고등학교,고등학교,1974-06-01,공립,본교,운영,경기도 가평군 조종면 현리 438,경기도 가평군 조종면 연등윗길 22,7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2025-07-01,37.8145202937,127.3469631944,2025-09-22
B000012703,퇴계원고등학교,고등학교,1974-04-26,공립,본교,운영,경기도 남양주시 퇴계원읍 퇴계원리 44-5,경기도 남양주시 퇴계원읍 퇴계원로 149,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6603820138,127.1451167102,2025-09-22
B000012745,동남고등학교,고등학교,1959-03-21,사립,본교,운영,경기도 포천시 소흘읍 송우리 537-1,경기도 포천시 소흘읍 솔모루로3번길 69,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.8269539492,127.1356276737,2025-09-22
B000009198,은행중학교,중학교,1992-03-01,공립,본교,운영,경기도 성남시 중원구 은행동 550-6,경기도 성남시 중원구 순환로379번길 20,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4575659157,127.1722983585,2025-09-22
B000009277,임곡중학교,중학교,2006-05-04,공립,본교,운영,경기도 안양시 동안구 비산동 511-129,경기도 안양시 동안구 임곡로 105,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4086014152,126.9315696291,2025-09-22
B000004012,용인성산초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 용인시 처인구 유방동 317-2,경기도 용인시 처인구 백옥대로1362번길 41,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2586076828,127.2158466032,2025-09-22
B000009512,설봉중학교,중학교,1989-01-26,공립,본교,운영,경기도 이천시 창전동 501-2,경기도 이천시 향교로 117,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2025-07-01,37.2848269008,127.4513216714,2025-09-22
B000004397,양진초등학교,초등학교,1958-05-08,공립,본교,운영,경기도 안성시 공도읍 진사리 124-1,경기도 안성시 공도읍 진사1길 14,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,36.9892840117,127.1404488195,2025-09-22
B000004427,연라초등학교,초등학교,1975-03-03,공립,본교,운영,경기도 여주시 월송동 313-42,경기도 여주시 여주남로 116,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2025-07-01,37.2774382403,127.6112330106,2025-09-22
B000012541,청덕고등학교,고등학교,2009-03-01,공립,본교,운영,경기도 용인시 기흥구 청덕동 524,경기도 용인시 기흥구 구성1로 21,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2923326893,127.1438968880,2025-09-22
B000003934,대남초등학교,초등학교,1961-04-01,공립,본교,운영,경기도 안산시 단원구 대부남동 1066-123,경기도 안산시 단원구 대남로 298,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.2199151537,126.5754981310,2025-09-22
B000009301,석호중학교,중학교,2008-05-01,공립,본교,운영,경기도 안산시 상록구 사동 541-1,경기도 안산시 상록구 석호공원로4길 8,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.2997401436,126.8522449887,2025-09-22
B000009575,발산중학교,중학교,1993-01-11,공립,본교,운영,경기도 고양시 일산서구 주엽동 56,경기도 고양시 일산서구 고봉로 99,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2025-07-01,37.6698312655,126.7696573336,2025-09-22
B000009306,안산부곡중학교,중학교,1995-03-01,공립,본교,운영,경기도 안산시 상록구 부곡동 693,경기도 안산시 상록구 부곡로 15,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3240135751,126.8587297986,2025-09-22
