학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000004769,가산초등학교,초등학교,1931-12-01,공립,본교,운영,경기도 포천시 가산면 마산리 406,경기도 포천시 가산면 가산로309번길 25,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2025-07-01,37.8472258580,127.1862101825,2025-09-22
B000004402,미양초등학교,초등학교,1929-12-05,공립,본교,운영,경기도 안성시 미양면 양지리 201,경기도 안성시 미양면 양지길 40,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,36.9750218904,127.2127698374,2025-09-22
B000009657,경민여자중학교,중학교,1968-12-03,사립,본교,운영,경기도 의정부시 가능동 562-1,경기도 의정부시 서부로 545,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-07-01,37.7480183175,127.0247860050,2025-09-22
B000009427,오성중학교,중학교,1967-10-28,사립,본교,운영,경기도 평택시 오성면 숙성리 125,경기도 평택시 오성면 오성새싹길 6,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0091819405,126.9806313628,2025-09-22
B000009413,한광중학교,중학교,1955-04-09,사립,본교,운영,경기도 평택시 비전동 504,경기도 평택시 중앙1로 115,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9978850245,127.0960046328,2025-09-22
B000024707,세정초등학교,초등학교,2019-08-22,공립,본교,운영,경기도 화성시 산척동 408-5,경기도 화성시 동탄순환대로12길 74,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1667756173,127.1261384987,2025-09-22
B000023080,미사강변중학교,중학교,2014-07-01,공립,본교,운영,경기도 하남시 선동 420,경기도 하남시 미사강변한강로 89,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5778252035,127.1854868644,2025-09-22
B000003849,만안초등학교,초등학교,1961-11-29,공립,본교,운영,경기도 안양시 만안구 안양동 848-1,경기도 안양시 만안구 안양로384번길 13,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4066031425,126.9173250377,2025-09-22
B000009537,양성중학교,중학교,1946-09-01,공립,본교,운영,경기도 안성시 양성면 동항리 415,경기도 안성시 양성면 양성로 51,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,37.0631491364,127.1958017693,2025-09-22
B000004407,산평초등학교,초등학교,1963-11-01,공립,본교,운영,경기도 안성시 서운면 산평리 160-2,경기도 안성시 서운면 서운로 58,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,36.9199520563,127.2614779553,2025-09-22
B000009358,모현중학교,중학교,1975-06-24,공립,본교,운영,경기도 용인시 처인구 모현읍 일산리 540,경기도 용인시 처인구 모현읍 문현로189번길 5,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3437900097,127.2315351337,2025-09-22
B000003942,관곡초등학교,초등학교,2002-03-01,공립,본교,운영,경기도 용인시 기흥구 구갈동 363,경기도 용인시 기흥구 관곡로 61,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2832058987,127.1136619863,2025-09-22
B000009436,동학중학교,중학교,2002-05-16,공립,본교,운영,경기도 화성시 반월동 184-8,경기도 화성시 영통로27번길 60,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2329206385,127.0580253086,2025-09-22
B000004571,평내초등학교,초등학교,1968-03-10,공립,본교,운영,경기도 남양주시 평내동 203-6,경기도 남양주시 경춘로 1292-11,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6490872782,127.2377970965,2025-09-22
B000004075,승지초등학교,초등학교,2009-03-01,공립,본교,운영,경기도 시흥시 능곡동 550,경기도 시흥시 승지로 110,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3724381628,126.8126783425,2025-09-22
B000003697,영통초등학교,초등학교,1997-12-01,공립,본교,운영,경기도 수원시 영통구 영통동 963-3,경기도 수원시 영통구 영통로 328,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2545238899,127.0644395557,2025-09-22
B000004192,갈담초등학교,초등학교,1946-09-05,공립,본교,운영,경기도 화성시 봉담읍 유리 86,경기도 화성시 봉담읍 갈담초교길 24,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1751038483,126.9329519485,2025-09-22
B000012557,수리고등학교,고등학교,1997-03-01,공립,본교,운영,경기도 군포시 산본동 1152-4,경기도 군포시 수리산로 39,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-07-01,37.3552730181,126.9197771219,2025-09-22
B000004180,율목초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반월동 879,경기도 화성시 영통로50번길 19,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2370454798,127.0643597541,2025-09-22
B000003695,영덕초등학교,초등학교,1997-12-01,공립,본교,운영,경기도 수원시 영통구 영통동 957-2,경기도 수원시 영통구 영통로 438,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2590383705,127.0739315722,2025-09-22
B000004214,마도초등학교,초등학교,1934-11-21,공립,본교,운영,경기도 화성시 마도면 석교리 248,경기도 화성시 마도면 석교로 157,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2040802837,126.7737638633,2025-09-22
B000003920,초당초등학교,초등학교,1996-03-21,공립,본교,운영,경기도 안산시 상록구 사동 1389,경기도 안산시 상록구 초당로 25,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.2853836340,126.8510594628,2025-09-22
B000022607,운정초등학교,초등학교,2013-03-01,공립,본교,운영,경기도 파주시 야당동 1027,경기도 파주시 와석순환로 35-34,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7078767906,126.7539573332,2025-09-22
B000012468,성일고등학교,고등학교,1973-06-20,사립,본교,운영,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4348824193,127.1455737778,2025-09-22
B000009435,푸른중학교,중학교,2008-03-01,공립,본교,운영,경기도 화성시 능동 1135,경기도 화성시 동탄공원로 21-24,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2023396668,127.0565809755,2025-09-22
B000009152,세류중학교,중학교,2006-03-01,공립,본교,운영,경기도 수원시 권선구 세류동 207,경기도 수원시 권선구 덕영대로1031번길 6,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2567882176,127.0074104442,2025-09-22
B000004146,가사초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 평택시 현덕면 권관리 2-43,경기도 평택시 현덕면 기산2길 16,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9384943381,126.9171802670,2025-09-22
B000003963,용인백현초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 용인시 기흥구 동백동 600,경기도 용인시 기흥구 동백8로 108,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2830845369,127.1624072687,2025-09-22
B000022448,동성고등공민학교,중학교,1967-03-02,사립,본교,운영,경기도 하남시 광암동 342,경기도 하남시 광암로148번길 67,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5123148596,127.1723080738,2025-09-22
B000009200,샛별중학교,중학교,2008-03-01,공립,본교,운영,경기도 성남시 분당구 수내동 164-3,경기도 성남시 분당구 불정로 288,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3681504127,127.1298623129,2025-09-22
B000009278,비산중학교,중학교,2006-03-01,공립,본교,운영,경기도 안양시 동안구 비산동 121-1,경기도 안양시 동안구 평촌대로427번길 42,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.4093830976,126.9481629874,2025-09-22
B000003638,파장초등학교,초등학교,1937-05-04,공립,본교,운영,경기도 수원시 장안구 파장동 574,경기도 수원시 장안구 경수대로1081번길 32-9,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.3089602432,126.9923663408,2025-09-22
B000004069,모락초등학교,초등학교,2009-05-01,공립,본교,운영,경기도 의왕시 오전동 235,경기도 의왕시 보식골로 40,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-07-01,37.3586971942,126.9735011710,2025-09-22
B000009482,경화여자중학교,중학교,1975-06-01,사립,본교,운영,경기도 광주시 송정동 52-1,경기도 광주시 수하길11번길 43,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.4201701325,127.2639238617,2025-09-22
B000009169,망포중학교,중학교,2003-03-01,공립,본교,운영,경기도 수원시 영통구 망포동 556-6,경기도 수원시 영통구 태장로82번길 15,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2381947118,127.0558524291,2025-09-22
B000003748,운중초등학교,초등학교,2009-05-01,공립,본교,운영,경기도 성남시 분당구 운중동 893,경기도 성남시 분당구 운중로45번길 8,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3924793830,127.0688845162,2025-09-22
B000024722,화담고등학교,고등학교,2025-03-01,공립,본교,운영,경기도 화성시 봉담읍 상리 680 50-20,경기도 화성시 봉담읍 상리1길 128,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2294221623,126.9424316842,2025-09-22
B000004747,양주백석초등학교,초등학교,1932-10-30,공립,본교,운영,경기도 양주시 백석읍 오산리 524,경기도 양주시 백석읍 중앙로223번길 10-11,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.7963371119,126.9859488871,2025-09-22
B000003771,성남정자초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 성남시 분당구 정자동 6-2,경기도 성남시 분당구 분당수서로 442,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3745145834,127.1049152730,2025-09-22
B000012723,문산제일고등학교,고등학교,1942-04-07,공립,본교,운영,경기도 파주시 야동동 361,경기도 파주시 평화로 190,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2025-07-01,37.7726110550,126.7628906695,2025-09-22
B000004392,비룡초등학교,초등학교,1994-03-01,공립,본교,운영,경기도 안성시 당왕동 536-2,경기도 안성시 비룡로 78,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2025-07-01,37.0147223056,127.2621038682,2025-09-22
B000009289,원일중학교,중학교,1989-06-26,공립,본교,운영,경기도 안산시 단원구 선부동 1062,경기도 안산시 단원구 석수로 32,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3394426875,126.8086779881,2025-09-22
B000003674,우만초등학교,초등학교,1992-03-01,공립,본교,운영,경기도 수원시 팔달구 우만동 300-3,경기도 수원시 팔달구 창룡대로210번길 20,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2914400779,127.0324339023,2025-09-22
B000009182,중앙기독중학교,중학교,2007-03-01,사립,본교,운영,경기도 수원시 영통구 원천동 134-3,경기도 수원시 영통구 월드컵로 70,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2753482166,127.0577097055,2025-09-22
B000009181,수원중학교,중학교,1916-04-27,사립,본교,운영,경기도 수원시 팔달구 매교동 191,경기도 수원시 팔달구 정조로 666-10,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2681806088,127.0180621923,2025-09-22
B000009430,반송중학교,중학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 198,경기도 화성시 탄요1길 13,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1900637509,127.0716153358,2025-09-22
B000012526,성안고등학교,고등학교,1999-01-15,공립,본교,운영,경기도 안산시 상록구 사동 1582,경기도 안산시 상록구 용신로 170,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3027503711,126.8423685211,2025-09-22
B000012554,포곡고등학교,고등학교,2009-05-06,공립,본교,운영,경기도 용인시 처인구 포곡읍 둔전리 88-2,경기도 용인시 처인구 포곡읍 포곡로210번길 26,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2724808680,127.2276264765,2025-09-22
B000012582,은혜고등학교,고등학교,1974-01-05,사립,본교,운영,경기도 평택시 장안동 389-1,경기도 평택시 장안웃길 66,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0665423934,127.0816474057,2025-09-22
B000012691,도농고등학교,고등학교,2008-06-05,공립,본교,운영,경기도 남양주시 다산동 4330-3,경기도 남양주시 다산순환로 1,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6113573481,127.1509242961,2025-09-22
B000004642,새말초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 의정부시 신곡동 799-1,경기도 의정부시 추동로124번길 37,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-07-01,37.7463685187,127.0692462734,2025-09-22
B000009318,성지중학교,중학교,2005-03-01,공립,본교,운영,경기도 용인시 기흥구 구갈동 576,경기도 용인시 기흥구 강남서로 26,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2740399198,127.1281127773,2025-09-22
B000012463,서현고등학교,고등학교,1991-10-04,공립,본교,운영,경기도 성남시 분당구 서현동 91-1,경기도 성남시 분당구 분당로 87,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3822206752,127.1240549486,2025-09-22
B000004288,태전초등학교,초등학교,2000-10-02,공립,본교,운영,경기도 광주시 태전동 241-1,경기도 광주시 태봉로 56,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.3888941864,127.2271155137,2025-09-22
B000004301,남한산초등학교,초등학교,1912-05-01,공립,본교,운영,경기도 광주시 남한산성면 산성리 373,경기도 광주시 남한산성면 남한산성로 770,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.4786863354,127.1860838000,2025-09-22
B000012457,보평고등학교,고등학교,2010-03-01,공립,본교,운영,경기도 성남시 분당구 백현동 544,경기도 성남시 분당구 동판교로 124,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3941974382,127.1176346471,2025-09-22
B000004002,상현초등학교,초등학교,2000-05-04,공립,본교,운영,경기도 용인시 수지구 상현동 53-3,경기도 용인시 수지구 만현로67번길 23,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3090139659,127.0899110239,2025-09-22
B000004088,시흥초등학교,초등학교,1997-02-14,공립,본교,운영,경기도 시흥시 정왕동 1871-4,경기도 시흥시 정왕대로143번길 15,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3519770914,126.7320891688,2025-09-22
B000012578,한광여자고등학교,고등학교,1968-01-09,사립,본교,운영,경기도 평택시 비전동 504,경기도 평택시 중앙1로 115,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9978850245,127.0960046328,2025-09-22
B000003911,반월초등학교,초등학교,1923-05-30,공립,본교,운영,경기도 안산시 상록구 건건동 629,경기도 안산시 상록구 건건로 39,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3056147867,126.9014385062,2025-09-22
B000009304,반월중학교,중학교,1954-07-07,공립,본교,운영,경기도 안산시 상록구 팔곡일동 253-1,경기도 안산시 상록구 남산평길 25,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3045942436,126.8992687867,2025-09-22
B000004573,사능초등학교,초등학교,2005-09-01,공립,본교,운영,경기도 남양주시 진건읍 사능리 360-1,경기도 남양주시 진건읍 사릉로372번길 2,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6554092879,127.1840942272,2025-09-22
B000004147,현덕초등학교,초등학교,1934-09-04,공립,본교,운영,경기도 평택시 현덕면 인광리 405-2,경기도 평택시 현덕면 현덕로 1254,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9652542427,126.9219416371,2025-09-22
B000004791,가평마장초등학교,초등학교,1945-04-01,공립,본교,운영,경기도 가평군 가평읍 마장리 357,경기도 가평군 가평읍 각담말길 15,7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2025-07-01,37.8601442011,127.5147333644,2025-09-22
B000003995,수지초등학교,초등학교,1932-11-22,공립,본교,운영,경기도 용인시 수지구 풍덕천동 510,경기도 용인시 수지구 정평로13번길 30,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.3167408226,127.0852982662,2025-09-22
B000012438,효원고등학교,고등학교,1987-01-16,공립,본교,운영,경기도 수원시 영통구 매탄동 1154,경기도 수원시 영통구 동수원로 336,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2595382811,127.0389464718,2025-09-22
B000012577,한광고등학교,고등학교,1963-01-05,사립,본교,운영,경기도 평택시 비전동 504,경기도 평택시 중앙1로 115,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,36.9978850245,127.0960046328,2025-09-22
B000023073,망월초등학교,초등학교,1960-01-25,공립,본교,운영,경기도 하남시 망월동 1025,경기도 하남시 미사강변북로24번길 10,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5708176284,127.1806129791,2025-09-22
B000003940,언동초등학교,초등학교,2002-06-10,공립,본교,운영,경기도 용인시 기흥구 언남동 132-10,경기도 용인시 기흥구 언남로 55,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2953777349,127.1315730972,2025-09-22
B000003901,신길초등학교,초등학교,2009-04-15,공립,본교,운영,경기도 안산시 단원구 신길동 1513,경기도 안산시 단원구 새뿔길 100,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3356777284,126.7804233447,2025-09-22
B000009375,흥진중학교,중학교,1991-03-11,공립,본교,운영,경기도 군포시 금정동 875-6,경기도 군포시 오금로 15-35,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2025-07-01,37.3528550577,126.9285690078,2025-09-22
B000004219,서신초등학교,초등학교,1932-05-01,공립,본교,운영,경기도 화성시 서신면 매화리 333,경기도 화성시 서신면 매화3길 17,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1701169766,126.7078350497,2025-09-22
B000023067,미사중학교,중학교,2015-05-01,공립,본교,운영,경기도 하남시 망월동 1181,경기도 하남시 미사강변한강로334번길 70,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5585460142,127.1996188806,2025-09-22
B000026684,천마중학교,중학교,2015-06-05,공립,본교,운영,경기도 남양주시 화도읍 묵현리 400-4,경기도 남양주시 화도읍 먹갓로28번길 12,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.6562428460,127.2766922894,2025-09-22
B000003640,곡반초등학교,초등학교,2001-01-05,공립,본교,운영,경기도 수원시 권선구 권선동 1322,경기도 수원시 권선구 덕영대로1323번길 26-14,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2468629977,127.0362161230,2025-09-22
B000009470,광남중학교,중학교,1982-10-02,공립,본교,운영,경기도 광명시 광명동 384-6,경기도 광명시 광명로 785,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-07-01,37.4703419094,126.8472699406,2025-09-22
B000003950,용인한일초등학교,초등학교,2007-03-01,공립,본교,운영,경기도 용인시 기흥구 공세동 680,경기도 용인시 기흥구 한보라1로 145,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2433151703,127.1069992641,2025-09-22
B000004311,하남초등학교,초등학교,1995-03-06,공립,본교,운영,경기도 하남시 창우동 520-6,경기도 하남시 천현로 109,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5374193058,127.2221494237,2025-09-22
B000004086,시화초등학교,초등학교,1997-05-01,공립,본교,운영,경기도 시흥시 정왕동 1418-2,경기도 시흥시 큰솔로7번길 10,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.3392929752,126.7514887832,2025-09-22
B000004242,대호초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 오산시 궐동 661,경기도 오산시 궐리사로46번길 3,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1591040200,127.0578922949,2025-09-22
B000004210,송라초등학교,초등학교,1937-04-01,공립,본교,운영,경기도 화성시 매송면 송라리 585,경기도 화성시 매송면 푸른들판로 1970-16,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.2733530140,126.8888581646,2025-09-22
B000011489,성일정보고등학교,고등학교,1973-06-20,사립,본교,운영,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10-2,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4332603450,127.1457057635,2025-09-22
B000003671,연무초등학교,초등학교,1966-12-06,공립,본교,운영,경기도 수원시 팔달구 매향동 7-1,경기도 수원시 팔달구 창룡대로103번길 60,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2867489768,127.0224337832,2025-09-22
B000004128,송신초등학교,초등학교,1963-06-16,공립,본교,운영,경기도 평택시 신장동 267,경기도 평택시 송월로32번길 32,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2025-07-01,37.0751965301,127.0521474275,2025-09-22
B000003652,권선초등학교,초등학교,1983-11-23,공립,본교,운영,경기도 수원시 권선구 권선동 948,경기도 수원시 권선구 세지로 126번길 27,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2632920610,127.0217699326,2025-09-22
B000003659,서호초등학교,초등학교,1954-11-09,공립,본교,운영,경기도 수원시 권선구 서둔동 39-7,경기도 수원시 권선구 서호동로14번길 47,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2662346397,126.9903299560,2025-09-22
B000012615,광남고등학교,고등학교,2009-03-01,공립,본교,운영,경기도 광주시 장지동 229-19,경기도 광주시 회안대로 350-32,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.3846821042,127.2379072640,2025-09-22
B000009183,성남문원중학교,중학교,1983-01-22,공립,본교,운영,경기도 성남시 수정구 단대동 10,경기도 성남시 수정구 논골로 79,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.4609218327,127.1574029826,2025-09-22
B000023195,광휘고등학교,고등학교,2013-04-01,공립,본교,운영,경기도 광명시 소하동 1390,경기도 광명시 서원로 41,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2025-07-01,37.4289123735,126.8819106090,2025-09-22
B000009221,내정중학교,중학교,1993-05-20,공립,본교,운영,경기도 성남시 분당구 수내동 64,경기도 성남시 분당구 백현로 197,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2025-07-01,37.3706501006,127.1194031099,2025-09-22
B000004168,반송초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반송동 199,경기도 화성시 동탄솔빛로 14,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1905362227,127.0701592150,2025-09-22
B000004454,원덕초등학교,초등학교,1945-10-30,공립,본교,운영,경기도 양평군 양평읍 원덕리 381,경기도 양평군 양평읍 원덕흑천길 180,7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2025-07-01,37.4680537880,127.5428372772,2025-09-22
B000009161,연무중학교,중학교,2012-03-01,공립,본교,운영,경기도 수원시 영통구 이의동 1325,경기도 수원시 영통구 센트럴타운로100번길 30,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2928314854,127.0519210959,2025-09-22
B000012737,한빛누리고등학교,고등학교,1967-03-29,사립,본교,운영,경기도 동두천시 생연동 522-1,경기도 동두천시 동광로 124,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2025-07-01,37.9119898795,127.0610243511,2025-09-22
B000011514,한국조리과학고등학교,고등학교,1998-10-27,사립,본교,운영,경기도 시흥시 과림동 11-1,경기도 시흥시 금오로 640,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.4585139183,126.8323570174,2025-09-22
B000009288,신길중학교,중학교,2009-03-01,공립,본교,운영,경기도 안산시 단원구 신길동 1549,경기도 안산시 단원구 신길로 81,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2025-07-01,37.3370649607,126.7877252326,2025-09-22
B000004633,의정부호원초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 의정부시 호원동 292-1,경기도 의정부시 전좌로156번길 20,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2025-07-01,37.7220346714,127.0410875976,2025-09-22
B000009634,구리여자중학교,중학교,1979-01-31,공립,본교,운영,경기도 구리시 토평동 214,경기도 구리시 벌말로 168,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2025-07-01,37.5907443987,127.1512131552,2025-09-22
B000004015,포곡초등학교,초등학교,1933-09-01,공립,본교,운영,경기도 용인시 처인구 포곡읍 전대리 167-1,경기도 용인시 처인구 포곡읍 부곡로 24,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2025-07-01,37.2821807031,127.2202364653,2025-09-22
B000009271,호성중학교,중학교,2003-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 781-3,경기도 안양시 동안구 호성로 55,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2025-07-01,37.3669099197,126.9637315123,2025-09-22
B000012568,시흥매화고등학교,고등학교,2009-03-01,공립,본교,운영,경기도 시흥시 매화동 196,경기도 시흥시 매화로 35,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2025-07-01,37.4160925248,126.8159975142,2025-09-22
B000003696,영동초등학교,초등학교,1997-12-01,공립,본교,운영,경기도 수원시 영통구 영통동 967-4,경기도 수원시 영통구 봉영로1517번길 40,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2493568886,127.0663523607,2025-09-22
B000009461,세마중학교,중학교,2010-05-01,공립,본교,운영,경기도 오산시 세교동 625,경기도 오산시 수목원로 559-9,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2025-07-01,37.1810751248,127.0422627381,2025-09-22
B000023063,단샘초등학교,초등학교,2021-03-01,공립,본교,운영,경기도 하남시 감이동 455,경기도 하남시 감일순환로 195,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2025-07-01,37.5071838195,127.1587643930,2025-09-22
B000003637,영화초등학교,초등학교,1954-09-20,공립,본교,운영,경기도 수원시 장안구 조원동 556,경기도 수원시 장안구 경수대로 838,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2025-07-01,37.2968740873,127.0163898478,2025-09-22
